@RELATION data/trained_models/paaSVC1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {snore,non-snore}

@DATA
0.035587,0.030887,2.805423,0.233227,0.300566,0.125682,0.011457,0.004357,-27.551060,2.191529,0.592651,0.472838,0.380068,0.318022,0.204146,0.298808,0.126988,0.109098,0.042702,0.090127,0.039404,0.001044,0.000322,0.070225,0.001636,0.033364,0.000448,0.275966,0.000099,0.000354,0.006618,0.014791,0.000157,0.081944,0.020897,0.022370,0.213662,0.031483,0.013590,0.071508,0.008085,0.002899,1.010429,0.255164,0.176870,0.146518,0.158541,0.128178,0.147666,0.142331,0.122186,0.142119,0.140972,0.124005,0.118211,0.001118,0.000473,0.053100,0.002359,0.029236,0.000509,0.105237,0.000112,0.000540,0.008989,0.016085,0.000160,0.023416,snore
0.032241,0.028846,2.839849,0.211738,0.291452,0.097953,0.011669,0.004769,-27.303480,2.424679,0.621882,0.497627,0.388293,0.323946,0.178700,0.270172,0.107094,0.116173,0.038131,0.066043,-0.001282,0.001744,0.000211,0.096238,0.001070,0.029843,0.000500,0.208476,0.000105,0.000630,0.024652,0.023716,0.000236,0.072688,0.018591,0.018344,0.223352,0.032208,0.016512,0.052015,0.007856,0.001800,1.119156,0.294332,0.213110,0.156546,0.145801,0.137072,0.142177,0.145462,0.125774,0.126584,0.124806,0.120085,0.124814,0.001589,0.000216,0.064049,0.001086,0.025554,0.000469,0.098270,0.000102,0.000792,0.020551,0.019716,0.000236,0.020832,snore
0.054106,0.022516,2.879849,0.250103,0.295847,0.256625,0.007529,0.023079,-27.196207,2.135786,0.547128,0.400489,0.415783,0.278594,0.175460,0.302487,0.109215,0.062891,0.055909,0.079757,-0.001512,0.001887,0.000376,0.047324,0.001259,0.034701,0.000668,0.232868,0.000197,0.001426,0.023210,0.016744,0.000341,0.071053,0.025193,0.016559,0.198521,0.031875,0.015911,0.152538,0.004684,0.024463,0.861751,0.327004,0.215423,0.178980,0.135963,0.127111,0.153380,0.133061,0.123335,0.120328,0.135254,0.122525,0.111946,0.002403,0.000438,0.037085,0.001382,0.025661,0.000712,0.095726,0.000176,0.001116,0.019234,0.013110,0.000338,0.020497,snore
0.022421,0.025986,2.764909,0.180239,0.278606,0.053371,0.019857,0.004052,-27.626505,2.550070,0.678343,0.563308,0.393099,0.323579,0.181919,0.305653,0.114613,0.120667,0.070906,0.084491,0.028585,0.001058,0.000136,0.084720,0.000645,0.029393,0.000653,0.264106,0.000061,0.000216,0.006681,0.017515,0.000154,0.080709,0.013055,0.014371,0.231763,0.024775,0.014409,0.032648,0.014610,0.001619,1.029929,0.196550,0.219878,0.153850,0.147092,0.120235,0.140488,0.142738,0.116824,0.115387,0.126209,0.125432,0.117185,0.001049,0.000147,0.063379,0.000801,0.025294,0.000622,0.100223,0.000067,0.000246,0.006488,0.015077,0.000171,0.021093,snore
0.028272,0.046532,2.831573,0.202745,0.286856,0.082959,0.012945,0.004363,-26.890819,2.369155,0.678502,0.571192,0.454031,0.364998,0.163629,0.305706,0.120623,0.128185,0.060220,0.068673,0.007665,0.000999,0.000165,0.075207,0.000563,0.024864,0.000679,0.269764,0.000072,0.000236,0.006236,0.022626,0.000135,0.081055,0.016426,0.028743,0.228951,0.028041,0.014284,0.047873,0.009405,0.001959,0.966987,0.322914,0.216068,0.161802,0.181228,0.147664,0.146427,0.148204,0.128005,0.130829,0.126250,0.123739,0.128882,0.001068,0.000173,0.063393,0.000545,0.022086,0.000794,0.105145,0.000077,0.000276,0.008044,0.017364,0.000130,0.022947,snore
0.028773,0.026369,2.752225,0.203716,0.286159,0.099815,0.017901,0.004465,-28.245760,2.362455,0.402038,0.473575,0.376666,0.269340,0.162348,0.254947,0.172271,0.101754,0.050852,0.056244,0.046237,0.000782,0.000159,0.055460,0.000495,0.026790,0.000325,0.322476,0.000105,0.000229,0.001969,0.016710,0.000184,0.092740,0.016179,0.016803,0.223989,0.022648,0.011886,0.063356,0.014288,0.005298,0.896598,0.230267,0.176957,0.135441,0.166103,0.125879,0.131750,0.136232,0.129047,0.120787,0.124129,0.119575,0.108905,0.000837,0.000172,0.052942,0.000539,0.025447,0.000343,0.104881,0.000131,0.000242,0.002944,0.015389,0.000217,0.023263,snore
0.037162,0.023446,2.840591,0.223785,0.294340,0.118970,0.010944,0.005221,-27.647918,2.391113,0.676683,0.483307,0.390899,0.348684,0.141598,0.320108,0.118146,0.113871,0.038837,0.061115,0.008601,0.001948,0.000305,0.052884,0.001411,0.035719,0.000693,0.207896,0.000101,0.000545,0.019591,0.043092,0.000307,0.067822,0.019370,0.013121,0.210837,0.029196,0.012748,0.063892,0.007294,0.002075,0.876731,0.263808,0.190160,0.172470,0.160760,0.148683,0.170643,0.155830,0.149045,0.140285,0.142360,0.132051,0.126056,0.001723,0.000385,0.046553,0.001596,0.027651,0.000877,0.101380,0.000094,0.000690,0.018155,0.032473,0.000385,0.019876,snore
0.036211,0.012147,2.811559,0.216784,0.290574,0.114559,0.013307,0.006738,-28.813869,2.360632,0.625801,0.488698,0.331274,0.299302,0.115201,0.288811,0.117072,0.092241,0.045010,0.052005,0.003700,0.003019,0.000320,0.044569,0.000976,0.032885,0.000700,0.268729,0.000119,0.001077,0.013547,0.017480,0.000244,0.079070,0.022777,0.009421,0.233951,0.035854,0.018089,0.079701,0.010467,0.007871,1.138075,0.364370,0.181765,0.201793,0.174525,0.152834,0.169454,0.153820,0.132083,0.131143,0.152199,0.128527,0.131688,0.004414,0.000370,0.042945,0.000918,0.027229,0.000787,0.110189,0.000124,0.000954,0.012456,0.016367,0.000274,0.025729,snore
0.036119,0.024912,2.826496,0.227098,0.296477,0.129387,0.012969,0.006320,-27.639050,2.283365,0.613471,0.493303,0.398062,0.337780,0.154466,0.302672,0.109697,0.114266,0.046107,0.071871,-0.001321,0.001094,0.000239,0.054600,0.002293,0.043507,0.000576,0.257389,0.000100,0.000400,0.006991,0.014099,0.000193,0.076644,0.019799,0.017674,0.208795,0.030449,0.012968,0.074708,0.009861,0.007771,0.878793,0.281686,0.210117,0.154179,0.162809,0.146478,0.154217,0.151728,0.137133,0.136557,0.139874,0.132315,0.121357,0.001198,0.000293,0.047997,0.003111,0.033369,0.000656,0.105738,0.000112,0.000472,0.008823,0.014723,0.000203,0.023205,snore
0.041252,0.029918,2.871712,0.225783,0.291842,0.145263,0.010195,0.006059,-27.348651,2.420667,0.618165,0.472655,0.371845,0.316307,0.138006,0.336773,0.152159,0.096511,0.009691,0.038298,0.010243,0.001477,0.000281,0.075549,0.001353,0.038538,0.000702,0.172527,0.000133,0.001084,0.035099,0.021538,0.000371,0.063165,0.022254,0.017565,0.223374,0.034004,0.015110,0.086623,0.007082,0.004417,1.012086,0.320808,0.188863,0.167514,0.170401,0.141359,0.184340,0.161613,0.151374,0.138368,0.137618,0.129443,0.132352,0.001463,0.000291,0.061201,0.001460,0.029187,0.000838,0.093168,0.000135,0.001317,0.026348,0.021479,0.000392,0.017747,snore
0.048869,0.002422,2.865605,0.221795,0.284055,0.243481,0.010186,0.025003,-29.660388,1.992487,0.419797,0.492955,0.396382,0.325585,0.192810,0.385749,0.175760,0.076255,0.048074,0.058298,0.045055,0.001782,0.001039,0.068592,0.001404,0.041980,0.001075,0.180127,0.000321,0.000844,0.009569,0.028461,0.000637,0.059367,0.022908,0.001929,0.209913,0.030447,0.019674,0.159151,0.006646,0.024066,1.058164,0.390066,0.272860,0.191709,0.185961,0.176092,0.161637,0.160120,0.155222,0.142317,0.145056,0.126904,0.135442,0.001546,0.001212,0.055751,0.001486,0.034651,0.000993,0.099358,0.000316,0.000874,0.011196,0.024269,0.000780,0.020841,snore
0.040126,0.001242,2.859738,0.198905,0.270674,0.186783,0.010926,0.020617,-30.899668,2.155200,0.393419,0.508230,0.398323,0.321879,0.181865,0.341970,0.111839,0.054640,-0.000452,0.018752,0.000865,0.002230,0.000689,0.067123,0.001715,0.036869,0.001051,0.193565,0.000306,0.000833,0.019782,0.024388,0.000552,0.063377,0.023849,0.001129,0.221428,0.030522,0.023249,0.161102,0.007596,0.025402,1.320838,0.474655,0.285758,0.177522,0.180926,0.161418,0.176470,0.165055,0.149417,0.142521,0.143542,0.143515,0.139059,0.002068,0.000805,0.056815,0.001831,0.029804,0.001163,0.100384,0.000363,0.000995,0.018961,0.021134,0.000663,0.020677,snore
0.039650,0.021958,2.877736,0.234510,0.297002,0.141564,0.009621,0.005478,-27.742933,2.365056,0.675051,0.495959,0.385186,0.310489,0.126807,0.314838,0.132688,0.095127,0.022519,0.036045,-0.016260,0.002047,0.000313,0.053484,0.001147,0.033316,0.000763,0.220774,0.000105,0.000787,0.030270,0.018300,0.000339,0.069938,0.022942,0.015432,0.208291,0.034312,0.015192,0.079026,0.006837,0.002696,1.011403,0.346575,0.174163,0.160097,0.165395,0.142995,0.159529,0.148716,0.128149,0.127630,0.137260,0.126093,0.128342,0.002179,0.000318,0.047847,0.001253,0.028363,0.000839,0.093477,0.000092,0.001047,0.025068,0.015609,0.000322,0.019358,snore
0.037475,0.021775,2.843149,0.217755,0.291669,0.118956,0.013350,0.006227,-27.633085,2.437636,0.690550,0.520556,0.417178,0.357503,0.137366,0.290168,0.101814,0.111752,0.015671,0.057865,-0.006983,0.001966,0.000271,0.052275,0.001044,0.054185,0.000575,0.175515,0.000115,0.000795,0.020906,0.026304,0.000209,0.059500,0.020458,0.013386,0.203001,0.032519,0.015042,0.072291,0.008861,0.003847,0.954296,0.314512,0.207841,0.171360,0.152688,0.136254,0.163252,0.158891,0.124038,0.123878,0.130983,0.121328,0.121109,0.001627,0.000274,0.044155,0.001060,0.035059,0.000594,0.087265,0.000126,0.001281,0.020695,0.024677,0.000220,0.017705,snore
0.034226,0.019295,2.797153,0.223040,0.299066,0.096083,0.012488,0.004053,-27.901998,2.391820,0.665641,0.499226,0.355563,0.268277,0.111726,0.283342,0.148153,0.148256,0.096868,0.092993,-0.007476,0.001651,0.000216,0.084951,0.000577,0.026946,0.000396,0.273391,0.000094,0.000413,0.009558,0.014525,0.000184,0.083527,0.020093,0.013555,0.229907,0.027594,0.012417,0.050582,0.008327,0.002053,0.864044,0.248537,0.192797,0.157836,0.161932,0.165332,0.139618,0.134831,0.139260,0.138378,0.143793,0.146916,0.115818,0.001938,0.000284,0.065666,0.000671,0.025473,0.000419,0.110474,0.000101,0.000556,0.012612,0.014323,0.000207,0.022623,snore
0.041723,0.016752,2.834644,0.233867,0.297564,0.138762,0.009648,0.004930,-27.950856,2.323832,0.676803,0.508779,0.417107,0.341038,0.150327,0.300181,0.093107,0.108696,0.036855,0.059694,-0.023967,0.001573,0.000298,0.077304,0.001000,0.033807,0.000837,0.229123,0.000095,0.000336,0.015705,0.019474,0.000209,0.070958,0.020032,0.010329,0.201311,0.029670,0.012508,0.068995,0.006945,0.001950,0.929645,0.310824,0.175435,0.157806,0.139774,0.113130,0.142066,0.138130,0.120953,0.130712,0.135900,0.131396,0.126431,0.001541,0.000263,0.058074,0.000764,0.028609,0.000599,0.101716,0.000075,0.000349,0.016394,0.017260,0.000182,0.021763,snore
0.027849,0.020484,2.854619,0.194212,0.280982,0.084477,0.012578,0.004713,-28.166969,2.462083,0.656481,0.514058,0.366198,0.324633,0.177003,0.322936,0.131278,0.120384,0.048618,0.069562,0.003357,0.001753,0.000237,0.050809,0.000900,0.030657,0.000466,0.274872,0.000079,0.000292,0.012045,0.026317,0.000182,0.079211,0.013909,0.013146,0.199248,0.027234,0.016080,0.044521,0.008748,0.002065,1.136024,0.290195,0.199154,0.150769,0.147973,0.134135,0.145734,0.151863,0.121397,0.123898,0.129249,0.123257,0.123272,0.001823,0.000266,0.042276,0.001025,0.025089,0.000475,0.094043,0.000074,0.000296,0.013217,0.018374,0.000161,0.021890,snore
0.031042,0.016648,2.851489,0.213905,0.294665,0.093241,0.012511,0.004824,-27.833496,2.494953,0.695268,0.525511,0.394876,0.308246,0.163714,0.293286,0.100617,0.115852,0.092949,0.148822,0.066156,0.001599,0.000230,0.065523,0.000985,0.026696,0.000591,0.203140,0.000093,0.000506,0.015895,0.064870,0.000224,0.068030,0.015701,0.011119,0.198328,0.027510,0.014004,0.047357,0.007594,0.001521,0.909861,0.228278,0.197522,0.159599,0.162589,0.133267,0.150720,0.161064,0.130423,0.126180,0.138123,0.138723,0.134987,0.001529,0.000244,0.053945,0.001130,0.023963,0.000543,0.094800,0.000095,0.000593,0.017007,0.045402,0.000238,0.018495,snore
0.028015,0.029719,2.832949,0.199461,0.289088,0.071493,0.013340,0.004891,-27.207000,2.521925,0.769904,0.610622,0.460758,0.395931,0.190728,0.305037,0.134375,0.153672,0.076485,0.076102,0.001854,0.001238,0.000175,0.054500,0.000903,0.025136,0.000514,0.217796,0.000073,0.000473,0.016767,0.064118,0.000177,0.068890,0.014807,0.018900,0.210194,0.027401,0.015117,0.036236,0.009344,0.001530,1.048574,0.238946,0.219917,0.160812,0.159440,0.144435,0.151083,0.145848,0.123874,0.116477,0.118578,0.111594,0.116490,0.001169,0.000206,0.048203,0.000928,0.022412,0.000566,0.101651,0.000072,0.000643,0.017556,0.041350,0.000200,0.020512,snore
0.024645,0.056893,2.726226,0.188136,0.285474,0.059458,0.018125,0.004504,-26.125370,2.601375,0.611332,0.596407,0.365282,0.206720,0.215772,0.302968,0.154034,0.194230,0.103959,0.102469,0.010036,0.001303,0.000170,0.126458,0.000561,0.029293,0.000572,0.233889,0.000082,0.001010,0.003832,0.018101,0.000355,0.077028,0.012342,0.030232,0.220266,0.020354,0.011788,0.026225,0.010667,0.002086,0.904774,0.174575,0.204747,0.153822,0.166650,0.140473,0.145543,0.150911,0.150067,0.144764,0.130271,0.119973,0.123951,0.001441,0.000186,0.081578,0.000605,0.024192,0.000771,0.097257,0.000083,0.002024,0.004118,0.018370,0.000628,0.018520,snore
0.020182,0.055750,2.732395,0.173798,0.276142,0.047224,0.020558,0.003542,-26.681234,2.626105,0.587254,0.531004,0.343863,0.232103,0.188483,0.256997,0.152348,0.135197,0.065957,0.115031,0.040696,0.000993,0.000155,0.093028,0.000560,0.024254,0.000443,0.299502,0.000062,0.000400,0.002145,0.013530,0.000189,0.089741,0.011656,0.033263,0.230783,0.020479,0.013134,0.024649,0.013585,0.001523,1.034348,0.209779,0.229362,0.134669,0.153190,0.144151,0.142458,0.157894,0.129992,0.137207,0.138155,0.122233,0.128759,0.001113,0.000159,0.074378,0.000628,0.022719,0.000519,0.104888,0.000060,0.000561,0.002131,0.012856,0.000281,0.021164,snore
0.045179,0.000426,2.798835,0.210161,0.272480,0.246510,0.012053,0.029066,-32.233833,1.953238,0.377496,0.531373,0.312243,0.278021,0.222947,0.228581,0.106697,0.112923,0.107132,0.087962,0.046326,0.001733,0.000557,0.074722,0.001143,0.035136,0.000931,0.241625,0.000428,0.000652,0.002510,0.019599,0.000548,0.073390,0.024390,0.000327,0.221752,0.025511,0.016623,0.170948,0.008239,0.031953,0.985317,0.299553,0.251566,0.171932,0.166517,0.149569,0.156827,0.154908,0.141307,0.143865,0.134715,0.127001,0.133248,0.001996,0.000676,0.063131,0.001174,0.029650,0.001086,0.105972,0.000559,0.000646,0.002783,0.018834,0.000636,0.023689,non-snore
0.052729,0.001833,2.778271,0.243386,0.295878,0.241170,0.010622,0.020824,-30.446840,1.830388,0.430944,0.561269,0.364273,0.282110,0.271082,0.294457,0.109781,0.114485,0.100803,0.055356,0.041964,0.001276,0.000470,0.086121,0.001153,0.041163,0.000761,0.222374,0.000304,0.000491,0.002053,0.017619,0.000396,0.069726,0.023578,0.002235,0.209288,0.023386,0.014768,0.132621,0.006416,0.017845,0.888217,0.331602,0.217340,0.153942,0.157873,0.140718,0.144825,0.148288,0.140121,0.131109,0.126638,0.130747,0.126216,0.001246,0.000436,0.067762,0.001230,0.032820,0.000835,0.105054,0.000319,0.000503,0.001992,0.016026,0.000395,0.023259,non-snore
0.041907,0.021166,2.772154,0.248949,0.311625,0.130651,0.013789,0.003976,-27.486505,2.240924,0.612799,0.592956,0.351267,0.270741,0.264482,0.270671,0.148643,0.148652,0.117323,0.094091,0.057836,0.000977,0.000189,0.069238,0.000587,0.041077,0.000431,0.258086,0.000085,0.000266,0.001905,0.022733,0.000141,0.077504,0.022561,0.015139,0.224519,0.025728,0.008974,0.070614,0.009246,0.001621,0.620936,0.161798,0.169347,0.135930,0.132721,0.134155,0.131470,0.127855,0.117877,0.117057,0.132349,0.117932,0.118757,0.000933,0.000172,0.057818,0.000560,0.033075,0.000395,0.110730,0.000074,0.000252,0.002082,0.021252,0.000128,0.024625,non-snore
0.026874,0.039876,2.729847,0.202958,0.294553,0.063134,0.017209,0.003237,-27.425897,2.419529,0.538850,0.588096,0.371948,0.269354,0.225987,0.224549,0.130219,0.122105,0.140328,0.114269,0.063697,0.000706,0.000111,0.071211,0.000476,0.030908,0.000324,0.293760,0.000062,0.000208,0.001349,0.020150,0.000108,0.086627,0.015902,0.025197,0.218614,0.024636,0.012366,0.033527,0.013162,0.001320,0.890639,0.129704,0.173787,0.126138,0.135579,0.124462,0.130446,0.124577,0.118030,0.114224,0.128022,0.117852,0.110791,0.000769,0.000101,0.058218,0.000552,0.027558,0.000322,0.108223,0.000064,0.000216,0.001438,0.017821,0.000111,0.023563,non-snore
0.025462,0.016312,2.748863,0.194507,0.286430,0.067145,0.018035,0.003386,-29.547323,2.467199,0.527806,0.573638,0.344292,0.274525,0.248423,0.247796,0.126257,0.105661,0.112733,0.103538,0.043417,0.001013,0.000119,0.081042,0.000462,0.030053,0.000323,0.288676,0.000059,0.000213,0.001828,0.017830,0.000112,0.085896,0.015483,0.011153,0.224024,0.023443,0.012004,0.038368,0.013703,0.001361,0.959519,0.157187,0.170220,0.131078,0.123096,0.112282,0.136586,0.136239,0.119549,0.113537,0.108276,0.107285,0.103684,0.001115,0.000110,0.065059,0.000481,0.025926,0.000337,0.100657,0.000056,0.000233,0.001915,0.017824,0.000130,0.021056,non-snore
0.034028,0.035509,2.716677,0.217046,0.294438,0.096413,0.017937,0.003384,-27.217999,2.167461,0.539485,0.535984,0.321317,0.285371,0.226530,0.243532,0.137932,0.121641,0.110410,0.088513,0.051468,0.000782,0.000134,0.073609,0.000520,0.043222,0.000332,0.248621,0.000085,0.000240,0.001645,0.022548,0.000150,0.076671,0.019159,0.021118,0.231827,0.023886,0.010490,0.053958,0.013389,0.001712,0.812464,0.188756,0.177212,0.145498,0.142028,0.129753,0.151666,0.132876,0.123799,0.116618,0.121193,0.115324,0.120776,0.000857,0.000140,0.062648,0.000587,0.035339,0.000332,0.113441,0.000101,0.000251,0.001894,0.023000,0.000163,0.023741,non-snore
0.022604,0.036074,2.732719,0.192470,0.288132,0.052593,0.018641,0.003073,-27.545162,2.360094,0.541819,0.548516,0.336886,0.286831,0.252771,0.262171,0.157710,0.133931,0.110133,0.093635,0.056706,0.000638,0.000102,0.080496,0.000396,0.027212,0.000269,0.294097,0.000052,0.000171,0.001040,0.022468,0.000107,0.087264,0.015358,0.021524,0.236693,0.023370,0.013083,0.028712,0.013086,0.001201,1.044171,0.152492,0.195246,0.122951,0.133641,0.121124,0.127361,0.129342,0.117556,0.115047,0.110168,0.116401,0.109825,0.000685,0.000118,0.066599,0.000445,0.026782,0.000316,0.106519,0.000057,0.000200,0.001160,0.019412,0.000121,0.022762,non-snore
0.030127,0.006867,2.725363,0.216805,0.299673,0.076447,0.016405,0.003081,-30.167743,2.324964,0.556546,0.602261,0.363228,0.265445,0.254039,0.240777,0.130217,0.099157,0.117165,0.100112,0.060104,0.000780,0.000116,0.071775,0.000430,0.036468,0.000347,0.282966,0.000064,0.000194,0.001226,0.015500,0.000120,0.084537,0.018401,0.007322,0.229157,0.025202,0.011908,0.039342,0.011154,0.001526,0.887363,0.138630,0.170284,0.135326,0.137822,0.121228,0.135715,0.134729,0.122119,0.118689,0.111616,0.110082,0.109933,0.000858,0.000123,0.061007,0.000460,0.031073,0.000415,0.112522,0.000068,0.000208,0.001294,0.016313,0.000138,0.024144,non-snore
0.028760,0.022414,2.767502,0.214302,0.299644,0.076274,0.016651,0.003736,-27.743896,2.466840,0.573020,0.576455,0.326890,0.253879,0.242450,0.261118,0.145098,0.122653,0.147401,0.126571,0.086929,0.000866,0.000143,0.079169,0.000617,0.036054,0.000420,0.257621,0.000078,0.000284,0.001455,0.025528,0.000140,0.078645,0.016455,0.015188,0.192085,0.022378,0.010898,0.038935,0.011468,0.001511,0.827856,0.133100,0.184697,0.129824,0.131838,0.123424,0.118116,0.125616,0.120689,0.115419,0.127431,0.112346,0.114328,0.000893,0.000152,0.054795,0.000658,0.029244,0.000425,0.110840,0.000080,0.000269,0.001584,0.020949,0.000154,0.023470,non-snore
0.032452,0.004820,2.733705,0.212240,0.295141,0.091595,0.014740,0.005658,-29.670970,2.283157,0.473087,0.616687,0.352295,0.250349,0.242388,0.245141,0.104871,0.094382,0.124118,0.117180,0.101017,0.001044,0.000272,0.089471,0.000686,0.037076,0.000952,0.247617,0.000122,0.000355,0.001456,0.018411,0.000222,0.076715,0.018014,0.003307,0.223854,0.026955,0.015406,0.049393,0.010732,0.004364,0.992341,0.229016,0.217027,0.152268,0.140301,0.126090,0.135793,0.147247,0.129488,0.125738,0.126971,0.130278,0.119471,0.001036,0.000316,0.062049,0.000780,0.030032,0.001166,0.100991,0.000150,0.000581,0.001591,0.018203,0.000279,0.021631,non-snore
0.037441,0.022482,2.745261,0.220451,0.288647,0.144375,0.014734,0.006845,-27.541908,2.131545,0.514367,0.514745,0.303772,0.232091,0.220302,0.249446,0.121376,0.106555,0.136961,0.104012,0.045449,0.001167,0.000228,0.110137,0.000616,0.036200,0.000560,0.233538,0.000140,0.000347,0.001840,0.016575,0.000225,0.076623,0.019962,0.011980,0.230330,0.023436,0.011611,0.082804,0.010891,0.008357,0.756130,0.238149,0.200888,0.151975,0.139453,0.128149,0.130740,0.148224,0.137439,0.127437,0.122895,0.127532,0.123892,0.001281,0.000280,0.076545,0.000580,0.032279,0.000673,0.107211,0.000153,0.000368,0.002127,0.017210,0.000252,0.021960,non-snore
0.036534,0.013076,2.753658,0.212868,0.286480,0.127902,0.013021,0.006325,-28.076805,2.205489,0.509912,0.571010,0.334302,0.276748,0.207475,0.248552,0.127620,0.098914,0.116067,0.060116,0.012858,0.001348,0.000241,0.072613,0.000782,0.050341,0.000568,0.201786,0.000153,0.000378,0.005661,0.029204,0.000254,0.064997,0.018364,0.012460,0.217094,0.026617,0.014086,0.082965,0.009012,0.006508,0.977047,0.223803,0.176868,0.148646,0.152688,0.131782,0.137750,0.143117,0.128130,0.122834,0.131070,0.121923,0.113587,0.001424,0.000295,0.059963,0.000823,0.037290,0.000596,0.103324,0.000199,0.000399,0.005806,0.024899,0.000274,0.021348,non-snore
0.031766,0.030830,2.768975,0.221844,0.302860,0.085762,0.013795,0.003804,-27.259826,2.347405,0.624798,0.587061,0.359267,0.273890,0.276031,0.279201,0.165837,0.132934,0.103843,0.079762,0.050601,0.001003,0.000153,0.072015,0.000491,0.027218,0.000345,0.296130,0.000069,0.000259,0.001840,0.023558,0.000129,0.086353,0.015306,0.015064,0.193358,0.022769,0.010391,0.037535,0.007550,0.001248,0.819269,0.130954,0.166192,0.120108,0.128162,0.114637,0.121079,0.120952,0.115614,0.106179,0.106490,0.108392,0.102108,0.000955,0.000135,0.052933,0.000468,0.024039,0.000359,0.092267,0.000065,0.000263,0.001873,0.021356,0.000121,0.019980,non-snore
0.024456,0.038175,2.701094,0.193339,0.289575,0.053861,0.020598,0.003042,-27.629330,2.390545,0.512648,0.569125,0.367406,0.301047,0.265236,0.250865,0.145592,0.132481,0.115285,0.105320,0.069569,0.000676,0.000103,0.090610,0.000362,0.026744,0.000284,0.298839,0.000058,0.000174,0.001014,0.013693,0.000109,0.090060,0.015214,0.024304,0.231662,0.024257,0.013194,0.031144,0.015424,0.001347,0.991984,0.143353,0.182200,0.139245,0.141798,0.121604,0.143686,0.133020,0.121160,0.106501,0.112481,0.110742,0.102600,0.000768,0.000111,0.076049,0.000417,0.023943,0.000334,0.109186,0.000066,0.000207,0.001097,0.014310,0.000123,0.022306,non-snore
0.028017,0.016700,2.709526,0.193649,0.282935,0.087300,0.020993,0.006881,-28.315021,2.183391,0.378894,0.556051,0.374678,0.267958,0.217838,0.252948,0.147064,0.117047,0.094736,0.082877,0.059720,0.000767,0.000224,0.082591,0.000506,0.035164,0.000331,0.277574,0.000110,0.000244,0.001235,0.010926,0.000179,0.083707,0.018546,0.010908,0.239644,0.024259,0.017572,0.077155,0.016643,0.009995,1.154843,0.302205,0.244014,0.150857,0.177585,0.142931,0.144945,0.144521,0.130354,0.125157,0.131452,0.126251,0.118825,0.000870,0.000336,0.067227,0.000595,0.030882,0.000370,0.114963,0.000170,0.000293,0.001405,0.011909,0.000241,0.024424,non-snore
